state_district,election,name,party,incumbent_challenger_open,receipts,from_individuals,from_committees,from_candidate,disbursements,cash_on_hand,debts,district,election_year,total_pop,male_pop_percent,female_pop_percent,under_five_percent,five_to_nine_percent,ten_to_fourteen_percent,fifteen_nineteen_percent,twenty_to_twentyfour_percent,twentyfive_to_thirtyfour_percent,thirtyfive_to_fortyfour_percent,fortyfive_to_fiftyfour_percent,fiftyfive_to_fiftynine_percent,sixty_to_sixtyfour_percent,sixtyfive_to_seventyfour_percent,seventyfive_to_eightyfour_percent,over_eightyfive_percent,median_age,eighteen_and_over_percent,twentyone_and_over_percent,sixtytwo_and_over_percent,sixtyfive_and_over_percent,eighteen_and_over_male_percent,eighteen_and_over_female_percent,sixtyfive_and_over_male_percent,sixtyfive_and_over_female_percent,white_pop_percent,black_pop_percent,american_indian_alaska_native_pop_percent,asian_pop_percent,native_hawaiian_pacific_islander_pop_percent,other_race_pop_percent,hispanic_pop_percent,total_housing_units,last_name,first_name,prefix,first_last_name,district_from_length,candidate_name,spent,won,lost,incumbent,challenger,open_seat,election_year_from_length,party_from_length,year,Last_name,firstlast_name
MO03,2014,LUETKEMEYER W BLAINE,Republican Party,Incumbent,841097.12,308749,530115.27,0,313212.98,995612.11,1050000,MO03,2014,760643,49.6,50.4,6.1,7.3,6.6,6.5,6.5,13,12.2,15.1,7,5.6,8.4,4.2,1.5,38.3,75.8,72.2,17.4,14.1,49.1,50.9,44.5,55.5,91.7,3.1,0.2,0.9,0.1,0,2.4,331528,Luetkemeyer,W,Blaine,W Luetkemeyer,,,,,,,,,,,,,
OK04,2014,SI TAE HEE,Democratic Party,Challenger,11019,620,0,10399,11019,0,0,OK04,2014,776394,49.9,50.1,6.5,6.9,6.6,7.3,8.5,13.7,12.7,12.7,6.3,5.5,7.6,4.2,1.5,35.4,76.1,70.8,16.6,13.3,49.4,50.6,44.8,55.2,72.1,6.4,5.1,2.2,0.1,0.1,7.9,326592,Si,Tae,Hee,Tae Si,,,,,,,,,,,,,
PA13,2014,COHEN MARK B,Democratic Party,Open,1000,0,0,0,1000,0,0,PA13,2014,710615,48.6,51.4,6.7,6,6.2,5.8,6.2,14.3,12.4,14.5,6.7,6.1,7.6,4.9,2.8,39,77.4,74.2,18.7,15.3,47.7,52.3,42.4,57.6,61.1,18,0,8.5,0,0.4,10.3,287116,Cohen,Mark,B,Mark Cohen,,,,,,,,,,,,,
SC01,2014,TURNER ROBERT E IV,Republican Party,Open,481009.84,162883,2500,314917.72,549486.59,-474.51,0,SC01,2014,715200,48.5,51.5,6,6.4,6.1,6,6.7,14.7,12.8,13.5,6.2,6.1,9.5,4.5,1.5,37.7,78,74.3,19.2,15.5,47.6,52.4,46,54,70.6,19,0.2,1.7,0,0.1,6.4,331860,Turner,Robert,E Iv,Robert Turner,,,,,,,,,,,,,
GA12,2014,VANN DIANE ELIZABETH SWANSON,Republican Party,Challenger,23597.71,125,0,23472.71,23597.71,0,0,GA12,2014,706182,49.6,50.4,6.6,6.7,6.9,7.8,8.4,13.5,12.2,13.4,6.8,5.1,7.4,3.8,1.3,35.1,75.8,70.4,15.4,12.6,49,51,42.7,57.3,55.5,35.2,0.2,1.6,0.1,0.1,5.7,293123,Vann,Diane,Elizabeth Swanson,Diane Vann,,,,,,,,,,,,,
PA12,2014,MCCLELLAND ERIN ROCHELE,Democratic Party,Challenger,244659.89,175377.85,52850,10732.04,198534.55,46125.34,58400,PA12,2014,703938,48.5,51.5,5.1,5.8,5.6,5.8,4.8,11.6,11.6,15,8.6,6.6,9.9,6.5,3,44.7,79.6,76.6,23.2,19.3,48,52,42.5,57.5,92.5,2.9,0,1.7,0,0.1,1.3,321093,Mcclelland,Erin,Rochele,Erin Mcclelland,,,,,,,,,,,,,
PA06,2014,PARRISH MICHAEL D,Democratic Party,Open,150240.25,102790.25,12250,35200,147280.34,2959.91,11371.22,PA06,2014,721522,48.8,51.2,5.9,6.3,7,6.7,6.2,11.5,12.7,15.3,6.7,6.3,8.4,4.6,2.4,40.6,76.7,72.6,19.1,15.4,48.1,51.9,43.2,56.8,84,4,0.1,3.7,0,0.1,6.3,283375,Parrish,Michael,D,Michael Parrish,,,,,,,,,,,,,
NC02,2014,AIKEN CLAYTON CLAY,Democratic Party,Challenger,686813.01,589015,21000,0,477667.97,209145.04,76798.01,NC02,2014,777683,49.1,50.9,7.2,7.5,7.3,6.4,6.6,13.3,13.8,13.6,6.3,5.1,7.7,3.8,1.6,36,74,70.3,16,13.1,48.4,51.6,44.1,55.9,65.1,15.6,0.8,3.4,0,0.3,11.9,321472,Aiken,Clayton,Clay,Clayton Aiken,,,,,,,,,,,,,
OK05,2014,MCAFFREY AL,Democratic Party,Open,79970.09,78075.09,0,100,74228.49,5741.6,10247.15,OK05,2014,785441,49,51,7.7,7.3,6.8,6.3,7.4,15.4,12.3,12.5,6.6,5.1,7.2,3.7,1.7,34.4,74.6,70.5,15.6,12.6,48.2,51.8,43,57,58.9,13.5,4.2,2.8,0.1,0.1,15.5,338112,Mcaffrey,Al,,Al Mcaffrey,,,,,,,,,,,,,
NY24,2014,ROSSI JANE,Republican Party,Challenger,300000,0,0,300000,300000,0,0,NY24,2014,715192,49,51,5.7,5.7,6.5,7.3,7.3,12.4,11.4,15,7.4,6,8.2,4.8,2.2,39.6,78.2,73,18.8,15.2,48.4,51.6,43.4,56.6,82.6,7.9,0.4,2.5,0,0.2,4.1,312142,Rossi,Jane,,Jane Rossi,,,,,,,,,,,,,
FL18,2014,TURNQUEST CALVIN DEON,Republican Party,Challenger,55335.88,35235.88,0,20100,57627.95,-2292.07,65400,FL18,2014,705469,48.7,51.3,4.8,5.3,5.5,5.4,4.9,10.8,11.2,14.1,7.6,6.3,12.5,8.2,3.3,46.5,80.8,78,27.5,24,48.4,51.6,44.8,55.2,69.2,12.8,0.1,1.9,0,0.2,14.5,359631,Turnquest,Calvin,Deon,Calvin Turnquest,,,,,,,,,,,,,
NV02,2014,DEMPSEY BRIAN,Democratic Party,Challenger,835,835,0,0,805.6,299.05,0,NV02,2014,690786,50.5,49.5,6.1,6.5,6.4,6.3,7,13.2,12.1,13.6,7.1,6.6,9.4,3.9,1.7,38.7,77.2,73.4,19,15,50.4,49.6,47.6,52.4,68,1.8,1.9,3.8,0.5,0.1,21.4,296324,Dempsey,Brian,,Brian Dempsey,,,,,,,,,,,,,
CA04,2014,MCCLINTOCK THOMAS,Republican Party,Incumbent,1032567.97,947699.55,83042.8,0,980708.25,425568.42,1027.86,CA04,2014,703377,49.6,50.4,5,6.3,6.1,6.1,5.5,10.5,11.7,14.6,8.1,7.3,11.2,5.4,2.2,43.8,78.8,75.2,23,18.8,49.4,50.6,46.5,53.5,77.4,1.1,0.8,4.5,0.1,0.1,12.3,350509,Mcclintock,Thomas,,Thomas Mcclintock,,,,,,,,,,,,,
LA05,2014,MORRIS JOHN CLYDE III,Republican Party,Open,676417.18,317167.18,6250,352000,675353.91,1543.47,352000,LA05,2014,754131,49.6,50.4,6.6,7.1,7.1,6.6,7.4,13.8,12.1,12.7,6.9,5.8,8,4.4,1.6,36.1,75.5,71.1,17.5,14,49.1,50.9,42.5,57.5,59.9,35.6,0.4,0.6,0,0.1,2.3,324200,Morris,John,Clyde Iii,John Morris,,,,,,,,,,,,,
FL08,2014,WESTBROOK CORRY,Democratic Party,Challenger,181206.24,155407.57,14138.04,10200,151838.25,29367.99,10000,FL08,2014,704053,48.8,51.2,4.6,5.5,5.2,5.8,5.5,9.8,10.7,14.8,7.5,7.2,12.4,8,3.1,47.7,81.3,77.7,27.8,23.5,48,52,45.3,54.7,76.3,9.8,0.3,2,0,0.1,9.6,353286,Westbrook,Corry,,Corry Westbrook,,,,,,,,,,,,,
NV04,2014,INNIS NIGER,Republican Party,Challenger,213226.16,191502.41,21723.75,0,173143.25,40082.91,0,NV04,2014,705118,50.3,49.7,6.9,7.9,6.7,7.9,6.8,13.9,13.5,13.1,5.7,5,7.7,3.6,1.2,34.8,73.4,68.8,15.5,12.5,49.8,50.2,46.4,53.6,46.1,13.3,0.8,5.2,0.7,0.4,30.2,272612,Innis,Niger,,Niger Innis,,,,,,,,,,,,,
NC13,2014,CONLON VIRGINIA,Democratic Party,Challenger,7124,3435,0,3689,7121,2,0,NC13,2014,782722,48.6,51.4,6,7.1,7.1,6.8,5.2,11.6,14.5,16.2,6.9,5.8,7.9,3.4,1.4,39.4,75.2,72.1,16.1,12.7,47.4,52.6,43.6,56.4,69.5,16.9,0.2,2.6,0,0.3,8.2,314741,Conlon,Virginia,,Virginia Conlon,,,,,,,,,,,,,
MS01,2014,DICKEY RON ,Democratic Party,Challenger,5940,5840,0,0,3175,2765,133,MS01,2014,756459,48.6,51.4,6.3,7,7.1,7.7,7.4,11.5,13.5,13,6.3,6.1,8.2,4.3,1.5,37.8,75.6,70.1,17.6,14,47.8,52.2,42.2,57.8,67.7,27.5,0.1,0.9,0,0,2.8,320204,Dickey,Ron,,Ron Dickey,,,,,,,,,,,,,
SC01,2014,FRASIER BENJAMIN JR,Democratic Party,Open,25550,0,0,0,35297.7,2788,0,SC01,2014,715200,48.5,51.5,6,6.4,6.1,6,6.7,14.7,12.8,13.5,6.2,6.1,9.5,4.5,1.5,37.7,78,74.3,19.2,15.5,47.6,52.4,46,54,70.6,19,0.2,1.7,0,0.1,6.4,331860,Frasier,Benjamin,Jr,Benjamin Frasier,,,,,,,,,,,,,
TN04,2014,FAPARUSI OLUYOMI SR (FAPAS),Republican Party,Challenger,53969.42,45943.46,0,8025.96,52616.93,2015.57,0,TN04,2014,726649,49.3,50.7,5.9,6.7,7.4,6.9,7.5,12.9,13.1,13.8,6.6,5.5,8.5,3.9,1.3,37,76.1,71.5,16.9,13.7,48.5,51.5,44.2,55.8,81.8,8.6,0.2,1.5,0,0.2,5.5,299719,Faparusi,Oluyomi,Sr (Fapas),Oluyomi Faparusi,,,,,,,,,,,,,
NV01,2014,PADILLA JOSE,Republican Party,Challenger,47995.49,37745.49,5250,5000,35053.91,12941.58,5000,NV01,2014,673794,51.2,48.8,6.4,6.6,6.4,6.2,7.9,15.5,13.8,13.3,6.3,5.6,6.7,3.7,1.5,35.7,76.9,72.9,15.2,11.9,51.3,48.7,46.7,53.3,34,10.5,0.3,7.8,0.5,0.1,44,300644,Padilla,Jose,,Jose Padilla,,,,,,,,,,,,,
NJ02,2014,HUGHES WILLIAM J JR,Democratic Party,Challenger,502179.32,418411.82,26250,5967.5,106233.37,395945.95,50000,NJ02,2014,732764,49.2,50.8,6,6.4,5.9,6.2,6.4,12.1,11.9,15,7.2,6.6,9.2,5,2.1,41.2,77.9,74.3,20.2,16.3,48.4,51.6,44.3,55.7,66.4,12.2,0.2,3.9,0,0.1,15.1,384317,Hughes,William,J Jr,William Hughes,,,,,,,,,,,,,
IN06,2014,SIEKMAN LANE ARTHUR,Democratic Party,Challenger,2816.2,1445,0,1371.2,1735.69,1435.28,500,IN06,2014,724638,49.1,50.9,5.7,6.3,6.7,7.1,7.5,11.1,12.4,14.5,7,6,9.1,4.6,2.1,40.2,77.2,72.7,19.6,15.8,48.6,51.4,43.7,56.3,92.2,2.6,0.1,1.1,0,0.1,2.3,310750,Siekman,Lane,Arthur,Lane Siekman,,,,,,,,,,,,,
CA18,2014,FARRAR WILSON,Republican Party,Challenger,3740,1740,0,2000,3740,0,0,CA18,2014,731201,50.4,49.6,5.5,7,6.7,5.9,5.2,12.6,14.8,16.3,6.8,5.3,7.7,4,2.2,40.3,77.2,74,16.8,13.9,49.9,50.1,45.6,54.4,56.7,1.5,0.1,20,0.4,0.3,17,282284,Farrar,Wilson,,Wilson Farrar,,,,,,,,,,,,,
CA30,2014,LITCHMAN MARC,Democratic Party,Challenger,4200,4200,0,0,21.74,4228.26,0,CA30,2014,744617,49.8,50.2,5.9,5.4,5.7,6.2,6.8,14.8,14.6,14.1,6.8,5.9,7.5,3.9,2.4,38.9,79.1,75.7,17.1,13.8,49.3,50.7,44.8,55.2,49.6,3.8,0.1,12.2,0.1,0.3,30.6,282541,Litchman,Marc,,Marc Litchman,,,,,,,,,,,,,
MI11,2014,TROTT DAVID A,Republican Party,Challenger,3415399.79,948900.15,43050,2423401.64,1947487.85,1467911.94,305570.07,MI11,2014,717393,48.8,51.2,5.5,6.3,6.8,6.2,5.4,11.8,13.3,16.3,7.9,6.2,8.4,3.9,2,41.2,77.1,74.2,17.9,14.2,48.3,51.7,42.7,57.3,80.4,5,0.2,9.4,0,0.1,3.2,299104,Trott,David,A,David Trott,,,,,,,,,,,,,
IL09,2014,SCHAKOWSKY JANICE D,Democratic Party,Incumbent,1120066.41,838768.15,275905.48,300,1017388.23,375689.7,0,IL09,2014,709590,48.8,51.2,5.7,5.8,5.5,5.7,6.1,14.9,13.4,14.1,7.1,5.9,7.9,4.9,3,39.9,79.7,76.1,19.2,15.8,49,51,42.8,57.2,63.9,8.6,0.2,12.8,0.1,0.4,11.8,303974,Schakowsky,Janice,D,Janice Schakowsky,,,,,,,,,,,,,
MT01,2014,TURIANO DREW,Republican Party,Open,11955,155,0,11800,11920,-175.87,0,MT01,2014,1015165,49.9,50.1,6,6.4,5.9,6.7,7.1,12.5,11.3,13.2,7.8,6.8,9.3,4.9,2.1,39.6,77.9,73.4,20.1,16.3,49.8,50.2,47,53,87,0.3,6.6,0.6,0,0,3.3,485767,Turiano,Drew,,Drew Turiano,,,,,,,,,,,,,
VA01,2014,RIEDEL ANTHONY TROY,Republican Party,Challenger,24506.88,17260.51,0,7246.37,25034.01,-527.13,0,VA01,2014,763763,49.1,50.9,6.3,6.7,6.9,7.4,6.9,11.5,13.9,14.9,6.6,5.5,8.1,3.7,1.6,38.5,75.8,71.4,16.9,13.5,48.7,51.3,45.6,54.4,66.9,17,0.3,3.6,0.1,0.1,9.2,302923,Riedel,Anthony,Troy,Anthony Riedel,,,,,,,,,,,,,
OK05,2014,DOUGLAS PATRICE,Republican Party,Open,637742.76,586742.76,51000,0,544850.78,92891.98,0,OK05,2014,785441,49,51,7.7,7.3,6.8,6.3,7.4,15.4,12.3,12.5,6.6,5.1,7.2,3.7,1.7,34.4,74.6,70.5,15.6,12.6,48.2,51.8,43,57,58.9,13.5,4.2,2.8,0.1,0.1,15.5,338112,Douglas,Patrice,,Patrice Douglas,,,,,,,,,,,,,
MI03,2014,GOODRICH ROBERT EMMETT,Democratic Party,Challenger,60300,300,0,60000,58862.98,1437.02,0,MI03,2014,720731,49.4,50.6,6.7,7.6,6.5,6.9,6.7,13,12.6,14,7.1,5.6,7.2,4.2,2,37.1,75.1,71.1,16.5,13.4,48.8,51.2,44,56,79.7,8.6,0.4,1.8,0,0.1,6.7,294941,Goodrich,Robert,Emmett,Robert Goodrich,,,,,,,,,,,,,
NJ03,2014,FANOUS JACK,Democratic Party,Open,104037,49012,0,55025,99421.97,4615.03,0,NJ03,2014,742640,48.7,51.3,5.5,5.5,6.7,6.2,5.6,10.9,12.7,15.3,7.4,6.1,9.6,5.6,2.8,42.9,78.4,74.9,21.7,18,48.1,51.9,42.6,57.4,76.1,10.3,0.1,3.6,0,0.3,7.4,317919,Fanous,Jack,,Jack Fanous,,,,,,,,,,,,,
OR01,2014,YATES WILLIAM JASON,Republican Party,Challenger,7556,2723,0,4833,7712,-156,4833,OR01,2014,796901,49.5,50.5,6.2,6.5,6.9,6.2,6,14.5,14.6,13.8,6.7,5.7,7.4,3.5,1.8,37.4,76.4,72.9,16.1,12.7,48.8,51.2,44.1,55.9,72.9,1.5,0.6,6.7,0.4,0.1,14.2,324356,Yates,William,Jason,William Yates,,,,,,,,,,,,,
MI07,2014,SWARTOUT DAVID BERNARD,Other,Challenger,1950,1950,0,0,2598,1646,0,MI07,2014,703537,50.5,49.5,5.4,6.5,6.5,7.1,6.3,11.3,11.9,15,7.7,6.9,8.8,4.8,1.8,41.1,77.2,72.9,19.2,15.4,49.9,50.1,45.2,54.8,88.4,4.5,0.3,0.9,0,0.1,4.1,302832,Swartout,David,Bernard,David Swartout,,,,,,,,,,,,,
PA10,2014,MARINO THOMAS ANTHONY,Republican Party,Incumbent,777008.18,404921.26,371828.92,0,247285.03,546178.52,20035.84,PA10,2014,707291,50.6,49.4,5.3,5.7,5.9,6.6,6.7,10.8,11.5,14.8,7.7,6.8,10.1,5.7,2.3,42.9,79.3,74.9,22,18.2,50.1,49.9,46.2,53.8,91.1,3.2,0.2,0.9,0,0.1,3.3,344983,Marino,Thomas,Anthony,Thomas Marino,,,,,,,,,,,,,
CA52,2014,SIMON FRED J JR MD,Republican Party,Challenger,1506795.7,41945,0,1453000,1229965.9,276829.8,503000,CA52,2014,713904,50.4,49.6,6,5.3,5.2,6.1,8.8,17.6,13.1,13.6,5.6,5.4,7.3,4.1,1.9,35.6,80,75.8,16.3,13.3,50.2,49.8,44.3,55.7,59.3,2.8,0.2,20.2,0.3,0.2,13.4,295068,Simon,Fred,J Jr Md,Fred Simon,,,,,,,,,,,,,
TX23,2014,HURD WILLIAM,Republican Party,Challenger,719305.24,580605.24,43500,95200,569116.09,150189.15,70000,TX23,2014,723867,50.2,49.8,7.6,8,8.6,8,6.5,13.8,12.5,12.2,5.5,5.1,7.2,3.6,1.5,33,71.3,66.4,15.2,12.2,49.9,50.1,47,53,24.5,2.7,0.5,1.3,0,0.1,69.9,251423,Hurd,William,,William Hurd,,,,,,,,,,,,,
ME02,2014,RICHARDSON RALPH BLAINE,Other,Open,5550.73,5550.73,0,0,5268.56,282.17,0,ME02,2014,657588,49.2,50.8,5,5.2,5.8,6.3,6.1,11.1,11.6,15.1,8.2,7.4,10.4,5.7,2.1,44.1,80.2,76,22.4,18.1,48.5,51.5,46.1,53.9,94.4,0.5,0.8,0.7,0,0,1.3,373587,Richardson,Ralph,Blaine,Ralph Richardson,,,,,,,,,,,,,
TN08,2014,MILLS JOHN,Republican Party,Challenger,5000,0,0,5000,0,5000,5000,TN08,2014,710335,48.7,51.3,5.8,6.8,7.1,6.8,6.1,10.8,13.2,14.4,7.1,6.4,9,4.6,1.8,40.4,76.3,72.3,19.5,15.5,48.2,51.8,43.7,56.3,73.5,20.3,0.2,2,0,0.1,2.6,293438,Mills,John,,John Mills,,,,,,,,,,,,,
PA13,2014,ADCOCK CARSON DEE,Republican Party,Open,300666.39,70666.39,0,230000,285594.93,15071.46,230000,PA13,2014,710615,48.6,51.4,6.7,6,6.2,5.8,6.2,14.3,12.4,14.5,6.7,6.1,7.6,4.9,2.8,39,77.4,74.2,18.7,15.3,47.7,52.3,42.4,57.6,61.1,18,0,8.5,0,0.4,10.3,287116,Adcock,Carson,Dee,Carson Adcock,,,,,,,,,,,,,
NJ03,2014,KLEINHENDLER HOWARD,Democratic Party,Open,73941.81,3679,0,70262.81,72226.62,-30494.48,17950,NJ03,2014,742640,48.7,51.3,5.5,5.5,6.7,6.2,5.6,10.9,12.7,15.3,7.4,6.1,9.6,5.6,2.8,42.9,78.4,74.9,21.7,18,48.1,51.9,42.6,57.4,76.1,10.3,0.1,3.6,0,0.3,7.4,317919,Kleinhendler,Howard,,Howard Kleinhendler,,,,,,,,,,,,,
MI08,2014,MCMILLIN THOMAS E,Republican Party,Open,187691.58,168112.98,12550,6360,58339.59,129351.99,6360,MI08,2014,713867,49.4,50.6,5.3,5.9,6.9,8.3,8.6,11.3,12.1,15.2,7,6.3,8,3.5,1.5,38.3,77.6,71.6,16.6,13,49,51,45.8,54.2,83,4.8,0.2,3.7,0.1,0.1,5.2,293616,Mcmillin,Thomas,E,Thomas Mcmillin,,,,,,,,,,,,,
HI01,2014,KIM DONNA MERCADO,Democratic Party,Open,784659.73,737439.33,47200,0,202996.97,581662.76,516.53,HI01,2014,702026,50.6,49.4,6.2,5.4,5.5,5.4,7.3,15.2,13.1,13.1,6.4,5.4,8.8,5.1,3,39,79.6,76,19.9,16.8,50.2,49.8,43.4,56.6,16.4,2.5,0.1,49.2,7.5,0.1,8.4,256189,Kim,Donna,Mercado,Donna Kim,,,,,,,,,,,,,
NY05,2014,ACKERMAN GARY L.,Democratic Party,Challenger,17254.08,0,0,0,112786.32,27631.03,0,NY05,2014,768603,46.5,53.5,6.8,6.1,6.2,6.9,7.9,14.1,12.7,15,6.9,4.9,7.2,3.9,1.4,36.6,76.7,72.3,15.1,12.5,45.3,54.7,41.1,58.9,11.5,47.8,0.4,13.2,0.1,4.8,19.1,246762,Ackerman,Gary,L.,Gary Ackerman,,,,,,,,,,,,,
IN01,2014,VISCLOSKY PETER J.,Democratic Party,Incumbent,722276.47,227729.83,488523.56,0,651009.43,287330.12,0,IN01,2014,719164,49,51,6.2,6.9,6.6,6.6,6.8,12.8,12.6,13.9,7.3,6.3,7.9,4.3,1.8,38.4,76,72.3,17.5,14,48.5,51.5,43.1,56.9,63.3,19.1,0.2,1.2,0.1,0.1,14.6,302076,Visclosky,Peter,J.,Peter Visclosky,,,,,,,,,,,,,
FL13,2014,SINK ALEX,Democratic Party,Open,3247934.2,2538204.63,596800,7700,3195637.53,52296.67,0,FL13,2014,699288,47.9,52.1,4.6,4.2,5.1,4.8,5.1,11.3,11.2,15.1,7.8,7.2,12,8,3.4,48,83.2,80.3,27.9,23.5,47.3,52.7,43.6,56.4,78.8,5.8,0.2,3.5,0,0.2,9,386949,Sink,Alex,,Alex Sink,,,,,,,,,,,,,
NM01,2014,PRIEM RICHARD G,Republican Party,Challenger,101625,1625,0,100000,105964.02,-5829.91,0,NM01,2014,694442,49.2,50.8,6.2,6.4,6.6,6.4,7.5,14.6,12,13.5,6.8,6.2,8.1,3.9,1.8,36.9,77,72.9,17.4,13.8,48.7,51.3,44,56,40.9,2.5,3.3,2.2,0.1,0.2,48.9,295647,Priem,Richard,G,Richard Priem,,,,,,,,,,,,,
MA05,2014,BROWNSBERGER WILLIAM N,Democratic Party,Challenger,646266.62,643081.35,100,537.99,645856.13,410.49,0,MA05,2014,754065,48.2,51.8,5.9,5.4,5.6,6.2,7.1,15.8,13.5,14.5,6.9,4.9,7.6,4.2,2.4,38,79.8,75.4,17,14.2,47.5,52.5,41.4,58.6,74.4,4.4,0.1,9.7,0,0.4,8.8,301653,Brownsberger,William,N,William Brownsberger,,,,,,,,,,,,,
CA37,2014,KING R ADAM,Republican Party,Challenger,11360,11360,0,0,8747.53,2612.47,0,CA37,2014,732610,48.3,51.7,6.4,5.8,5.6,6.3,8.5,18,14.5,13.2,5.6,4.7,6.3,3.4,1.6,34.6,79,74.2,14.1,11.4,47.6,52.4,41.5,58.5,26.3,22.1,0.1,9.3,0.2,0.6,38.8,283474,King,R,Adam,R King,,,,,,,,,,,,,
NH02,2014,LAMBERT GARY,Republican Party,Challenger,424221.21,417698.71,6500,0,118296.41,305924.8,0,NH02,2014,660986,49.1,50.9,5,5.6,6.1,7,6.5,11,12.1,16.5,7.8,6.7,8.9,4.9,1.9,42.7,79.6,75,19.6,15.7,48.9,51.1,45.2,54.8,91.3,0.9,0.2,2.4,0,0.3,3.1,303113,Lambert,Gary,,Gary Lambert,,,,,,,,,,,,,
NJ11,2014,VAN GLAHN RICHARD EDWARD,Republican Party,Challenger,31069,22361,0,8500,31204,3845,0,NJ11,2014,735846,48.8,51.2,5.4,6.2,6.8,6.1,5.5,10.6,13.4,16,7.4,6.4,8.8,5,2.7,42.6,77.8,74.4,20.1,16.5,47.8,52.2,43.6,56.4,75.1,3.2,0,9.2,0,0.2,10.5,280961,Van,Glahn,Richard Edward,Glahn Van,,,,,,,,,,,,,
TX36,2014,AMDUR JOHN,Republican Party,Open,131860.36,31860.36,0,100000,80279.3,51581.06,0,TX36,2014,710008,49.8,50.2,6.4,7.3,6.6,6.8,6.5,13.3,12.9,14.2,6.9,5.7,8,3.8,1.6,37.7,75.3,71.4,16.6,13.4,49.5,50.5,46.4,53.6,64.5,8.6,0.3,1.6,0.1,0.1,23.2,291457,Amdur,John,,John Amdur,,,,,,,,,,,,,
WV03,2014,OJEDA RICHARD N II,Democratic Party,Challenger,19390.08,19380.08,0,10,20234.01,18.07,0,WV03,2014,609483,49.7,50.3,5.8,5.4,6,5.8,6.2,11.5,13,13.2,8.3,7,10.3,5.5,2.1,42.2,79.4,75.5,21.7,17.9,49,51,44.8,55.2,93.3,3.9,0.1,0.3,0.1,0.1,1,298143,Ojeda,Richard,N Ii,Richard Ojeda,,,,,,,,,,,,,
AL06,2014,MATHIS CHAD DR,Republican Party,Open,747094.78,508906.19,90700,147195.12,743419.66,3675.12,118500,AL06,2014,697436,48,52,5.9,6.9,7.1,6.5,5.7,13.2,14,13.8,6.7,5.9,8.5,4.4,1.5,38.7,76.1,72.6,17.7,14.4,47.2,52.8,42.4,57.6,76.7,14.9,0.3,1.6,0,0.1,5,295253,Mathis,Chad,Dr,Chad Mathis,,,,,,,,,,,,,
AL07,2014,JOHNSON TAMARA HARRIS,Democratic Party,Challenger,21248,17488,0,3760,21229.52,18.48,3760,AL07,2014,666880,47.6,52.4,6.4,5.8,6.3,8,9.4,13.1,11.4,13,6.7,6.2,7.4,4.3,2,35.7,77.7,71,17.5,13.7,46.4,53.6,40.6,59.4,32.6,62.9,0.1,0.6,0.1,0.3,2.4,321857,Johnson,Tamara,Harris,Tamara Johnson,,,,,,,,,,,,,
OH03,2014,VENNON ERIC T,Republican Party,Challenger,7350,7350,0,0,5535.37,1814.63,0,OH03,2014,739980,48.4,51.6,7.7,7,6.5,7,8.3,17.4,13,12.7,5.7,4.7,5.4,2.9,1.5,32.5,75.3,70,12.4,9.9,47.5,52.5,42.3,57.7,54.2,32,0.1,3.6,0,0.3,5.9,332466,Vennon,Eric,T,Eric Vennon,,,,,,,,,,,,,
FL01,2014,MILLER JEFFERSON B.,Republican Party,Incumbent,392452.53,155262.83,236850,0,365735.31,92665.82,0,FL01,2014,729553,50.2,49.8,6,5.9,6.3,6.5,7.7,13.8,11.6,14.3,6.9,5.9,8.7,4.8,1.6,38.3,78.4,73.8,18.7,15.2,50,50,44,56,73.8,13.3,0.5,2.5,0.1,0.1,6.1,349746,Miller,Jefferson,B.,Jefferson Miller,,,,,,,,,,,,,
TX27,2014,FARENTHOLD RANDOLPH BLAKE,Republican Party,Incumbent,881828.11,552749.43,316400,0,463400.66,419900.17,101212.97,TX27,2014,714527,49.2,50.8,6.7,7.2,7,7.4,6.8,12.7,12.1,13,6.6,5.9,8.2,4.4,1.9,36.5,74.6,70.2,18,14.5,48.6,51.4,44.1,55.9,41.6,5.1,0.1,1.6,0.1,0.1,50.6,305039,Farenthold,Randolph,Blake,Randolph Farenthold,,,,,,,,,,,,,
CA22,2014,MARRERO SUZANNA AUGILERA,Democratic Party,Challenger,10152.37,3084,1000,0,7750.9,2401.47,10637.37,CA22,2014,730271,49.6,50.4,7.8,8.2,7.5,7.7,7.9,13.8,12.6,12.2,5.5,5.1,6.6,3.3,1.9,32.8,71.9,66.8,14.8,11.8,48.7,51.3,43.8,56.2,40.9,2.9,0.4,7.9,0.2,0.1,45.8,250934,Marrero,Suzanna,Augilera,Suzanna Marrero,,,,,,,,,,,,,
MA05,2014,SPILKA KAREN,Democratic Party,Challenger,525721.26,444497.47,51200,30000,525721.26,0,19993.83,MA05,2014,754065,48.2,51.8,5.9,5.4,5.6,6.2,7.1,15.8,13.5,14.5,6.9,4.9,7.6,4.2,2.4,38,79.8,75.4,17,14.2,47.5,52.5,41.4,58.6,74.4,4.4,0.1,9.7,0,0.4,8.8,301653,Spilka,Karen,,Karen Spilka,,,,,,,,,,,,,
